School Short Name,School ID,Website URL
SOUTH SHORE ES,610530,http://www.southshorefinearts.org
SOUTH SHORE INTL HS,610547,http://www.southshoreinternational.org
SOUTHEAST,610586,
SOUTHSIDE HS,609745,http://www.southsideacademycps.org/
SPENCER,610183,http://www.spencertech.org
SPRY ES,610184,http://www.spryschool.org/
SPRY HS,610357,http://www.comlinkshs.org
STAGG,610339,http://auslchicago.org/schools/pages/stagg
STEINMETZ HS,609732,http://www.steinmetzcp.org
STEM,610548,http://www.STEMMagnetAcademy.com
STEVENSON,610185,http://stevenson.cps.edu/
STOCK,610163,http://www.stock.cps.edu
STONE,610191,http://stoneacademy.net/
STOWE,610192,http://www.stowe.cps.edu/
SUDER,610405,http://www.sudermontessorischool.org
SULLIVAN HS,609733,http://www.sullivanhs.org
SUMNER,610194,
SUTHERLAND,610195,http://www.ehsutherland.org
SWIFT,610196,http://swift.cps.k12.il.us
TAFT HS,609734,http://www.tafths.org
TALCOTT,610197,http://www.talcottfama.org/
TALMAN,610249,http://www.talman.cps.k12.il.us
TANNER,610279,http://www.tannerschool.org
TARKINGTON,610396,http://www.tarkington.cps.edu
TAYLOR,610198,http://taylor.cps.edu/
TEAM HS,610506,http://www.teamenglewood.org
TELPOCHCALLI,609921,http://www.telpochcalli.cps.edu
THOMAS,610504,http://thomas.cps.edu/
THORP J,610200,http://www.jnthorp.org
THORP O,610201,http://oathorpacademy.org/
TILDEN HS,609735,http://tilden.cps.edu/
TILL,610065,http://emmetttillacademy.com/
TILTON,610202,
TONTI,610203,http://www.tonti.cps.k12.il.us
TURNER-DREW,609895,http://www.turner-drew.cps.edu
TWAIN,610206,http://www.twain.cps.edu
U OF C - DONOGHUE,400075,http://www.uchicagocharter.org/page.cfm?p=525
U OF C - NKO,400076,http://www.uchicagocharter.org/page.cfm?p=525
U OF C - WOODLAWN HS,400077,http://www.uchicagocharter.org/page.cfm?p=525
U OF C - WOODSON,400078,http://www.uchicagocharter.org/page.cfm?p=525
UNO - BRIGHTON PARK,400153,http://www.unocharterschools.org
UNO - CISNEROS,400101,http://www.unocharterschools.org
UNO - CLEMENTE,400120,http://www.unocharterschools.org
UNO - DE LAS CASAS,400081,http://www.unocharterschools.org
UNO - FUENTES,400082,http://www.unocharterschools.org
UNO - GARCIA HS,400085,http://www.unocharterschools.org
UNO - MARQUEZ,400089,http://www.unocharterschools.org
UNO - PAZ,400083,http://www.unocharterschools.org
UNO - ROGERS PARK,400121,http://www.unocharterschools.org
UNO - SANTIAGO,400114,http://www.unocharterschools.org
UNO - SOCCER ELEM,400112,http://www.unocharterschools.org
UNO - SOCCER HS,400149,http://www.unocharterschools.org
UNO - TAMAYO,400084,http://www.unocharterschools.org
UNO - TORRES,400080,http://www.unocharterschools.org
UNO - ZIZUMBO,400079,http://www.unocharterschools.org
UPLIFT HS,610394,http://www.uplifths.org
URBAN PREP - BRONZEVILLE HS,400105,http://www.urbanprep.org
URBAN PREP - ENGLEWOOD HS,400086,http://www.urbanprep.org
URBAN PREP - WEST HS,400102,http://www.urbanprep.org
VANDERPOEL,610207,http://www.vanderpoelelementary.org/
VAUGHN HS,609766,http://www.vaughnhs.org
VICK,609871,http://www.barbaravick.cps.edu
VOISE HS,610518,
VOLTA,610209,http://www.volta.cps.edu
VON LINNE,610039,http://www.linneschool.org/
VON STEUBEN HS,609737,http://www.vonsteuben.org
WACKER,610366,http://charleshwacker.weebly.com/
WADSWORTH,610213,http://www.wadsworthstem.com
WALSH,610216,http://www.walshcps.org
WARD J,610217,http://www.jameswardschool.com/
WARD L,610133,http://www.lsward.cps.edu
WARREN,610218,
WASHINGTON G ES,610219,http://gwashington.cps.edu/
WASHINGTON H ES,610124,http://www.hwespacers.org
WASHINGTON HS,609739,http://www.gwashingtonhs.org
WATERS,610220,http://www.waterselementary.org
WEBSTER,610221,
WELLS ES,610110,http://wellsprepelementary.com
WELLS HS,609740,http://wellshs.cps.edu
WENTWORTH,610223,http://www.wentworthelementary.org/
WEST PARK,610100,http://www.westparkcps.org/
WEST RIDGE,610542,http://www.westridgeelementary.org
WESTCOTT,610300,http://westcott.cps.edu
WESTINGHOUSE HS,609693,http://www.newwestinghouse.org
WHISTLER,610225,http://whistler.cps.edu
WHITE,610315,http://www.whitecareeracademy.org
WHITNEY,610227,http://www.eliwhitneyschool.us
WHITTIER,610228,http://whittierschool.org
WILDWOOD,610230,http://www.wildwoodworldmagnet.org
WILLIAMS HS,610380,http://www.dhwprepmed.org
WOODLAWN,609977,http://www.woodlawn.cps.edu
WOODSON,610345,http://www.cartergwoodsonschool.com
WORLD LANGUAGE HS,610392,http://wl.lvlhs.org
YATES,610234,http://www.yateselementary.org
YCCS - ADDAMS,400134,
YCCS - ASPIRA PANTOJA,400125,
YCCS - ASSOCIATION HOUSE,400126,
YCCS - AUSTIN CAREER,400127,
YCCS - CAMPOS,400131,
YCCS - CCA ACADEMY,400128,
YCCS - CHATHAM,400150,
YCCS - HOUSTON,400129,
YCCS - INNOVATIONS,400133,
YCCS - LATINO YOUTH,400135,
YCCS - MCKINLEY,400124,
YCCS - OLIVE HARVEY,400136,
YCCS - SCHOLASTIC ACHIEVEMENT,400123,
YCCS - SULLIVAN,400139,
YCCS - TRUMAN,400141,
YCCS - WEST TOWN,400143,
YCCS - WESTSIDE HOLISTIC,400144,
YCCS - YOUTH CONNECTION,400145,
YCCS - YOUTH DEVELOPMENT,400130,
YORK HS,609748,http://york.cps.edu
YOUNG ES,610235,http://ellaflaggyoung.weebly.com/
YOUNG HS,609755,http://www.wyoung.org
YOUNG WOMENS HS,400087,http://www.ywlcs.org
ZAPATA,609973,
