400010|http://www.acetechnical.org
609772|http://www.jaddams.org
609773|http://agassizschool.org
400060|http://www.passagescharterschool.com
610513|http://www.afahs.org
610212|http://albanypark.cps.edu
609774|http://www.alcottcollegeprep.net/
610524|http://www.alcottcollegeprep.net
609848|http://aldridge.cps.edu
400012|http://www.amandlacharterschool.org
609695|http://www.amundsenhs.org
609951|http://schools.cuip.net/ariel/
609777|http://armour.cps.edu
609779|http://www.georgearmstrongelementary.org
610287|http://www.ashburnschool.com
610268|http://www.asheschool.org
400172|http://www.aspirail.org/domain/95
400013|http://aspirail.org
400017|http://www.haugan.aspirail.org
609782|http://www.audubonelementary.org/
400018|http://www.austinbusinessacademy.net
610501|http://www.austinpolytech.org
609786|http://www.avalonparkarts.org
610544|http://azuelaelementaryschool.org
610563|http://www.boycp.org
610555|http://bannerlearning.org
609788|http://www.barnard.cps.edu
609789|http://barry.cps.edu
609790|http://www.bartonschoolchicago.org
609791|http://perkinsbasselementary.org/
609792|http://bateman.cps.edu
610083|http://www.beard.cps.edu
610246|http://beasleyac.org
609796|http://www.beaubienelementary.org
610237|
609797|http://www.beidlerschool.org
609798|http://www.beldingelementary.com
609799|http://www.agbellschool.com
609922|http://www.belmontcragin.cps.edu
609800|http://bennettes.org
610350|http://www.blackmagnet.org
609803|http://blainecps.com/
610087|http://www.blairearlychildhood.org
609698|http://www.boganhs.org
610238|http://www.bondelementary.org/
609804|http://www.boone.cps.edu
609815|http://www.bouchet-brynmawr.cps.edu
610323|http://www.bowenhs.org
609806|http://auslchicago.org/schools/pages/bradwell
610242|
609809|http://brentanomathandscienceacademy.org/
609810|http://bridge.cps.edu
609811|http://bright.cps.edu
610317|http://brightonpark.cps.edu/
610381|http://www.bronzevillescholastic.com
400019|http://www.lighthouse-academies.org
609726|http://www.brookscollegeprep.org
610091|http://brownacademyeagles.org
609812|
609813|http://miltonbrunson.webs.com
609830|
609817|http://www.budlongschool.com
609818|http://www.burbankschool.org/
609819|
609820|http://burley.cps.edu
609821|http://www.burnham.cps.edu
609827|http://www.burnsidescholasticacademy.org
609828|http://www.burrschool.org
609829|http://www.jcburroughs.cps.edu
609832|http://www.byrnecps.org
609833|http://www.caldwell-academy.org
610353|http://www.calmecaacademy.com
400147|
610565|
400176|
400175|
610584|
610585|
610572|
610573|
609835|http://cameron.cps.edu/
610539|http://www.Camras.cps.edu
609836|http://www.cantyschool.org
610024|http://www.cardenas.cps.edu
609837|http://www.carnegie.cps.edu
609839|http://carroll-rosenwald.cps.edu
609842|http://carson.cps.edu
609844|http://auslchicago.org/schools/pages/carter
609845|http://www.carverprimary.cps.edu
609760|http://www.carvermilitary.org
610021|http://casals.auslchicago.org
609849|http://cassell.cps.edu
609826|http://www.castellanos.cps.edu/
400021|http://www.catalystschools.org/circle-rock
400115|http://www.catalystschools.org/maria
610251|http://www.cather.cps.edu
609851|http://chalmers.auslchicago.org
609852|http://chappellelementaryschool.org/
609853|http://www.chase.cps.edu
610148|http://www.chavez.cps.edu
610248|http://www.chicagoacademy.org
610340|http://cahs.auslchicago.org
609753|http://www.chicagoagr.org
400022|http://www.chiarts.org
400161|http://www.chicagocollegiate.org
400035|http://www.cmsaonline.net
609754|http://www.chicagomilitaryacademy.org
400091|http://www.chitech.org
400036|http://www.k12.com/cvcs/home
609674|http://www.cvcacademy.org
609854|http://www.chopinschool.org
609855|http://www.wschristopher.org
400159|https://christopherhouse.org
400023|http://www.cicsavalon.org
400024|http://meditatemotivategraduate.org
400092|http://www.chicagointl.org/campuses/lloyd-bond.html
400025|http://www.cicsbucktown.org/
400113|http://www.chicagoquest.org
400032|http://www.cicsellison.org
400108|http://larryhawkinscharter.org
400027|http://cicsirvingpark.org/
400033|http://www.longwoodcharter.org
400026|http://www.chicagointl.org/campuses/loomis-primary.html
400034|http://www.cicsnorthtown.org
400028|http://cicsprairie.org/
400029|http://www.chicagointl.org/campuses/washington-park.html
400030|http://www.chicagointl.org
400031|http://www.cicswrightwood.org
610347|http://www.claremont.cps.edu/
609795|http://georgerogersclarkes.org/
610244|http://www.micheleclark.org
609856|http://www.henryclayschool.com
609759|http://www.rccachicago.org
609857|http://www.clevelandschool.org
609859|http://www.clinton.cps.edu
609861|http://www.clissold-school.org
610199|
609862|http://www.colesacademy.com
610499|http://auslchicago.org/schools/pages/collins
610170|http://www.columbiaea.cps.k12.il.us
609863|
400038|http://www.cswcareeracademy.com
609864|
609866|http://coonley.cps.edu
609867|http://cooper.cps.edu
609870|http://www.corkery.cps.edu
609761|http://www.newcorlisshs.org
