GUNSAULUS|4420 S Sacramento Ave Chicago, IL 60632
DOUGLASS HS|543 N Waller Ave Chicago, IL 60644
EPIC HS|8255 S Houston Ave Chicago, IL 60617
HOPE INSTITUTE|1628 W Washington Chicago, IL 60612
CARTER|5740 S Michigan Ave Chicago, IL 60637
TAYLOR|9912 S Avenue H Chicago, IL 60617
OMBUDSMAN - SOUTH HS|6057 S Western Ave Chicago, IL 60636
LOZANO|1501 N Greenview Ave Chicago, IL 60642
SHERWOOD|245 W 57th St Chicago, IL 60621
SALAZAR|160 W Wendell St Chicago, IL 60610
MAGIC JOHNSON - ROSELAND HS|10928 S Halsted Ave Chicago, IL 60661
THORP O|6024 W Warwick Ave Chicago, IL 60634
BURKE|5356 S King Dr Chicago, IL 60615
CICS - AVALON/SOUTH SHORE|1501 E 83rd Pl Chicago, IL 60619
FOREMAN HS|3235 N LeClaire Ave Chicago, IL 60641
YORK HS|2700 S California Ave Chicago, IL 60608
URBAN PREP - WEST HS|1326 W 14th Pl Chicago, IL 60608
SPRY HS|2400 S Marshall Blvd Chicago, IL 60623
DALEY|5024 S Wolcott Ave Chicago, IL 60609
POWELL|7511 S South Shore Dr Chicago, IL 60649
WOODSON|4414 S Evans Ave Chicago, IL 60653
HAMILTON|1650 W Cornelia Ave Chicago, IL 60657
LASALLE II|1148 N Honore St Chicago, IL 60622
CICS - WEST BELDEN|2245 N McVicker Ave Chicago, IL 60639
DEVER|3436 N Osceola Ave Chicago, IL 60634
SABIN|2216 W Hirsch St Chicago, IL 60622
ROBESON HS|6835 S Normal Blvd Chicago, IL 60621
RUIZ|2410 S Leavitt St Chicago, IL 60608
BURBANK|2035 N Mobile Ave Chicago, IL 60639
NATIONAL TEACHERS|55 W Cermak Rd Chicago, IL 60616
MOOS|1711 N California Ave Chicago, IL 60647
GLOBAL CITIZENSHIP|4647 W 47th St Chicago, IL 60632
INSTITUTO - HEALTH|2520 S Western Ave Chicago, IL 60608
HOLDEN|1104 W 31st St Chicago, IL 60608
STAGG|7424 S Morgan St Chicago, IL 60621
OMBUDSMAN - WEST HS|2401 W Congress Pkwy Chicago, IL 60612
YCCS - ASSOCIATION HOUSE|1116 N Kedzie, 4th Floor Ave Chicago, IL 60651
LOGANDALE|3212 W George St Chicago, IL 60618
MCAULIFFE|1841 N Springfield Ave Chicago, IL 60647
SAWYER|5248 S Sawyer Ave Chicago, IL 60632
RYDER|8716 S Wallace St Chicago, IL 60620
GRAY|3730 N Laramie Ave Chicago, IL 60641
TILL|6543 S Champlain Ave Chicago, IL 60637
NOBLE - MUCHIN HS|1 N State St Chicago, IL 60602
CHICAGO TECH HS|1301 W 14th St Chicago, IL 60608
CARVER G|901 E 133rd Pl Chicago, IL 60827
TARKINGTON|3330 W 71st St Chicago, IL 60629
INFINITY HS|3120 S Kostner Ave Chicago, IL 60623
PULLMAN|11311 S Forrestville Ave Chicago, IL 60628
DAVIS N|3014 W 39th Pl Chicago, IL 60632
BLAIR|6751 W 63rd Pl Chicago, IL 60638
KIPP CHICAGO - ASCEND PRIMARY|1440 S Christiana Ave Chicago, IL 60623
FORT DEARBORN|9025 S Throop St Chicago, IL 60620
NOBLE - NOBLE HS|1010 N Noble St Chicago, IL 60622
GREENE|3525 S Honore St Chicago, IL 60609
MCCLELLAN|3527 S Wallace St Chicago, IL 60609
ARMOUR|950 W 33rd Pl Chicago, IL 60608
LEWIS|1431 N Leamington Ave Chicago, IL 60651
ASPIRA - BUSINESS & FINANCE HS|2989 N MILWAUKEE Ave Chicago, IL 60618-734
CAMELOT - CHICAGO EXCEL HS|1257 W 111th St Chicago, IL 60643
GREEN|1150 W 96th St Chicago, IL 60643
YCCS - HOUSTON|7847 S Jeffery Blvd Chicago, IL 60649
CLISSOLD|2350 W 110th Pl Chicago, IL 60643
CICS - BUCKTOWN|2235 N Hamilton Ave Chicago, IL 60647
PEIRCE|1423 W Bryn Mawr Ave Chicago, IL 60660
CARDENAS|2345 S Millard Ave Chicago, IL 60623
EDISON PARK|6220 N Olcott Ave Chicago, IL 60631
HYDE PARK HS|6220 S Stony Island Ave Chicago, IL 60637
NEW SULLIVAN|8331 S Mackinaw Ave Chicago, IL 60617
KOZMINSKI|936 E 54th St Chicago, IL 60615
KENWOOD HS|5015 S Blackstone Ave Chicago, IL 60615
PATHWAYS - ASHBURN HS|3284 W 87th St Chicago, IL 60652
ORIOLE PARK|5424 N Oketo Ave Chicago, IL 60656
GALAPAGOS|3814 W Iowa St Chicago, IL 60651
WELLS ES|249 E 37th St Chicago, IL 60653
SHERMAN|1000 W 52nd St Chicago, IL 60609
RICHARDS HS|5009 S Laflin St Chicago, IL 60609
CAMELOT SAFE - GARFIELD ES|230 N KOLMAR Ave Chicago, IL 60624-212
SOUTH LOOP|1212 S Plymouth Ct Chicago, IL 60605
ROOSEVELT HS|3436 W Wilson Ave Chicago, IL 60625
STEVENSON|8010 S Kostner Ave Chicago, IL 60652
LAVIZZO|138 W 109th St Chicago, IL 60628
OGDEN HS|1250 W Erie St Chicago, IL 60642
BACK OF THE YARDS HS|2111 W 47th St Chicago, IL 60609
CLEMENTE HS|1147 N Western Ave Chicago, IL 60622
BROOKS HS|250 E 111th St Chicago, IL 60628
CLAREMONT|2300 W 64th St Chicago, IL 60636
MONTESSORI ENGLEWOOD|6550 S Seeley Ave Chicago, IL 60636
WILDWOOD|6950 N Hiawatha Ave Chicago, IL 60646
DRUMMOND|1845 W Cortland St Chicago, IL 60622
KENNEDY HS|6325 W 56th St Chicago, IL 60638
BRIGHTON PARK|3825 S Washtenaw Ave Chicago, IL 60632
WENTWORTH|1340 W 71st St Chicago, IL 60636
HARLAN HS|9652 S Michigan Ave Chicago, IL 60628
LITTLE VILLAGE|2620 S Lawndale Ave Chicago, IL 60623
PATHWAYS - BRIGHTON PARK HS|3124 W 47th St Chicago, IL 60632
HAUGAN|4540 N Hamlin Ave Chicago, IL 60625
URBAN PREP - ENGLEWOOD HS|6201 S Stewart Ave Chicago, IL 60621
HUBBARD HS|6200 S Hamlin Ave Chicago, IL 60629
VOLTA|4950 N Avers Ave Chicago, IL 60625
CASALS|3501 W Potomac Ave Chicago, IL 60651
DAVIS M|6730 S Paulina St Chicago, IL 60636
DENEEN|7240 S Wabash Ave Chicago, IL 60619
JUAREZ HS|2150 S Laflin St Chicago, IL 60608
CHRISTOPHER|5042 S Artesian Ave Chicago, IL 60632
NOBLE - ROWE CLARK HS|3645 W Chicago Ave Chicago, IL 60651
WARD L|646 N Lawndale Ave Chicago, IL 60624
LOVETT|6333 W Bloomingdale Ave Chicago, IL 60639
PALMER|5051 N Kenneth Ave Chicago, IL 60630
HERZL|3711 W Douglas Blvd Chicago, IL 60623
COOK|8150 S Bishop St Chicago, IL 60620
OMBUDSMAN - NORTHWEST HS|7500 N Harlem Ave Chicago, IL 60631
CICS - CHICAGOQUEST HS|1443 N Ogden Ave Chicago, IL 60610
HEALY|3010 S Parnell Ave Chicago, IL 60616
CHAPPELL|2135 W Foster Ave Chicago, IL 60625
STOWE|3444 W Wabansia Ave Chicago, IL 60647
ARIEL|1119 E 46th St Chicago, IL 60653
CHICAGO COLLEGIATE|11816 S Indiana Chicago, IL 60628
NORTHWEST|5252 W Palmer St Chicago, IL 60639
BUDLONG|2701 W Foster Ave Chicago, IL 60625
HALE|6140 S Melvina Ave Chicago, IL 60638
YCCS - WEST TOWN|500 N Sacramento Blvd Chicago, IL 60612
ASHE|8505 S Ingleside Ave Chicago, IL 60619
MAGIC JOHNSON - BRAINERD HS|8908 S ASHLAND Ave Chicago, IL 60620-495
PROLOGUE - WINNIE MANDELA HS|7847 S Jeffery Blvd Chicago, IL 60649
TAFT HS|6530 W Bryn Mawr Ave Chicago, IL 60631
MOZART|2200 N Hamlin Ave Chicago, IL 60647
CASTELLANOS|2524 S Central Park Ave Chicago, IL 60623
LANE TECH HS|2501 W Addison St Chicago, IL 60618
UNO - DE LAS CASAS|1641 W 16th St Chicago, IL 60608
WORLD LANGUAGE HS|3120 S Kostner Ave Chicago, IL 60623
LINDBLOM HS|6130 S Wolcott Ave Chicago, IL 60636
BEETHOVEN|25 W 47th St Chicago, IL 60609
ALCOTT HS|2957 N Hoyne Ave Chicago, IL 60618-820
PROLOGUE - JOHNSTON HS|1551 W 95th St Chicago, IL 60643-132
MORTON|431 N Troy St Chicago, IL 60612
PIRIE|650 E 85th St Chicago, IL 60619
HOPE HS|5515 S Lowe Ave Chicago, IL 60621
CALDWELL|8546 S Cregier Ave Chicago, IL 60617
MOUNT VERNON|10540 S Morgan St Chicago, IL 60643
BASS|1140 W 66th St Chicago, IL 60621
DURKIN PARK|8445 S Kolin Ave Chicago, IL 60652
KELLOGG|9241 S Leavitt St Chicago, IL 60620
GARVY|5225 N Oak Park Ave Chicago, IL 60656
KIPP - ASCEND|1616 S Avers Ave Chicago, IL 60623
BRUNSON|932 N Central Ave Chicago, IL 60651
LEARN - MIDDLE|3021 W Carroll Ave Chicago, IL 60612
MATHER HS|5835 N Lincoln Ave Chicago, IL 60659
OROZCO|1940 W 18th St Chicago, IL 60608
DVORAK|3615 W 16th St Chicago, IL 60623
FOSTER PARK|8530 S Wood St Chicago, IL 60620
METCALFE|12339 S Normal Ave Chicago, IL 60628
FRAZIER PROSPECTIVE|4027 W Grenshaw St Chicago, IL 60624
WEST PARK|1425 N Tripp Ave Chicago, IL 60651
BURR|1621 W Wabansia Ave Chicago, IL 60622
JUNGMAN|1746 S Miller St Chicago, IL 60608
BRIGHT|10740 S Calhoun Ave Chicago, IL 60617
TILDEN HS|4747 S Union Ave Chicago, IL 60609
PEACE AND EDUCATION HS|4946 S Paulina St Chicago, IL 60609
UNO - TAMAYO|5135 S California Ave Chicago, IL 60632
RICKOVER MILITARY HS|5900 N Glenwood Ave Chicago, IL 60660
WESTCOTT|409 W 80th St Chicago, IL 60620
GALE|1631 W Jonquil Ter Chicago, IL 60626
WILLIAMS HS|4934 S Wabash Ave Chicago, IL 60615
CICS - PRAIRIE|11530 S Prairie Ave Chicago, IL 60628
DODGE|431 N Troy St Chicago, IL 60612
ROBINSON|4225 S Lake Park Ave Chicago, IL 60653
OKEEFFE|6940 S Merrill Ave Chicago, IL 60649
CORLISS HS|821 E 103rd St Chicago, IL 60628
WACKER|9746 S Morgan St Chicago, IL 60643
MCPHERSON|4728 N Wolcott Ave Chicago, IL 60640
COLLINS HS|1313 S Sacramento Dr Chicago, IL 60623
HAINES|247 W 23rd Pl Chicago, IL 60616
OWENS|12302 S State St Chicago, IL 60628
HAWTHORNE|3319 N Clifton Ave Chicago, IL 60657
NORTH-GRAND HS|4338 W Wabansia Ave Chicago, IL 60639
LEARN - EXCEL|3021 W Carroll Ave Chicago, IL 60612
DIRKSEN|8601 W Foster Ave Chicago, IL 60656
GARVEY|10309 S Morgan St Chicago, IL 60643
LEARN - CAMPBELL|212 S Francisco Ave Chicago, IL 60612
HEARST|4640 S Lamon Ave Chicago, IL 60638
HAMMOND|2819 W 21st Pl Chicago, IL 60623
SMYTH|1059 W 13th St Chicago, IL 60608
SAYRE|1850 N Newland Ave Chicago, IL 60707
MOVING EVEREST|416 N LARAMIE Ave Chicago, IL 60644-190
BARNARD|10354 S Charles St Chicago, IL 60643
MCCORMICK|2712 S Sawyer Ave Chicago, IL 60623
WARD J|2701 S Shields Ave Chicago, IL 60616
HIGGINS|11710 S Morgan St Chicago, IL 60643
HURLEY|3849 W 69th Pl Chicago, IL 60629
NORTH LAWNDALE - COLLINS HS|1313 S Sacramento Dr Chicago, IL 60623
HAMPTON|3434 W 77th St Chicago, IL 60652
PHOENIX MILITARY HS|145 S Campbell Ave Chicago, IL 60612
SMYSER|4310 N Melvina Ave Chicago, IL 60634
DUNBAR HS|3000 S King Dr Chicago, IL 60616
HARPER HS|6520 S Wood St Chicago, IL 60636
LEGACY|4217 W 18th St Chicago, IL 60623
PARKER|6800 S Stewart Ave Chicago, IL 60621
NOBLE - ACADEMY HS|1443 N OGDEN Ave Chicago, IL 60610-100
RUDOLPH|110 N Paulina St Chicago, IL 60612
CANTY|3740 N Panama Ave Chicago, IL 60634
LEGAL PREP HS|4319 W Washington Blvd Chicago, IL 60612
DEVRY HS|3300 N Campbell Ave Chicago, IL 60618
CRANE MEDICAL HS|2245 W Jackson Blvd Chicago, IL 60612
MAGIC JOHNSON - ENGLEWOOD HS|845 W 69th St Chicago, IL 60621
EARLE|2040 W 62nd St Chicago, IL 60636
MCKAY|6901 S Fairfield Ave Chicago, IL 60629
COMMUNITY SERVICES WEST HS|180 N WABASH Ave Chicago, IL 60601-360
BELMONT-CRAGIN|5252 W Palmer St Chicago, IL 60639
HIBBARD|3244 W Ainslie St Chicago, IL 60625
NOBLE - HANSBERRY HS|8748 S Aberdeen St Chicago, IL 60620
CURTIS|32 E 115th St Chicago, IL 60628
BLAINE|1420 W Grace St Chicago, IL 60613
KING HS|4445 S Drexel Blvd Chicago, IL 60653
FULTON|5300 S Hermitage Ave Chicago, IL 60609
EVERETT|3419 S Bell Ave Chicago, IL 60608
